Seção	Divisão	Grupo	Classe	Subclasse 2.3	Denominação	Até 200 m2	De 200 m2 a 400 m2	acima de 400 m2
				6143-4/00	Operadoras de televisão por assinatura por satélite	Médio	Médio	Alto
		61.9			Outras atividades de telecomunicações			
			61.90-6		Outras atividades de telecomunicações			
				6190-6/01	Provedores de acesso às redes de comunicações	Médio	Médio	Alto
				6190-6/02	Provedores de voz sobre protocolo Internet - VOIP	Médio	Médio	Alto
				6190-6/99	Outras atividades de telecomunicações não especificadas anteriormente	Baixo	Médio	Alto
	62				ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO			
		62.0			Atividades dos serviços de tecnologia da informação			
			62.01-5		Desenvolvimento de programas de computador sob encomenda			
				6201-5/01	Desenvolvimento de programas de computador sob encomenda	Baixo	Médio	Alto
				6201-5/02	Web desing	Baixo	Médio	Alto
			62.02-3		Desenvolvimento e licenciamento de programas de computador customizáveis			
				6202-3/00	Desenvolvimento e licenciamento de programas de computador customizáveis	Baixo	Médio	Alto
			62.03-1		Desenvolvimento e licenciamento de programas de computador não customizáveis			
				6203-1/00	Desenvolvimento e licenciamento de programas de computador não customizáveis	Baixo	Médio	Alto
			62.04-0		Consultoria em tecnologia da informação			
				6204-0/00	Consultoria em tecnologia da informação	Baixo	Médio	Alto
			62.09-1		Suporte técnico, manutenção e outros serviços em tecnologia da informação			
				6209-1/00	Suporte técnico, manutenção e outros serviços em tecnologia da informação	Baixo	Médio	Alto
	63				ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO			
		63.1			Tratamento de dados, hospedagem na Internet e outras atividades relacionadas			
			63.11-9		Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet			
				6311-9/00	Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet	Baixo	Médio	Alto
			63.19-4		Portais, provedores de conteúdo e outros serviços de informação na Internet			
				6319-4/00	Portais, provedores de conteúdo e outros serviços de informação na Internet	Baixo	Médio	Alto
		63.9			Outras atividades de prestação de serviços de informação			
			63.91-7		Agências de notícias			
				6391-7/00	Agências de notícias	Baixo	Médio	Alto
			63.99-2		Outras atividades de prestação de serviços de informação não especificadas anteriormente			
				6399-2/00	Outras atividades de prestação de serviços de informação não especificadas anteriormente	Baixo	Médio	Alto
K					ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS			
	64				ATIVIDADES DE SERVIÇOS FINANCEIROS			
		64.1			Banco Central			
			64.10-7		Banco Central			
				6410-7/00	Banco Central	Alto	Alto	Alto
		64.2			Intermediação monetária - depósitos à vista			
			64.21-2		Bancos comerciais			
				6421-2/00	Bancos comerciais	Alto	Alto	Alto
			64.22-1		Bancos múltiplos, com carteira comercial			
				6422-1/00	Bancos múltiplos, com carteira comercial	Alto	Alto	Alto
			64.23-9		Caixas econômicas			
				6423-9/00	Caixas econômicas	Alto	Alto	Alto
			64.24-7		Crédito cooperativo			
				6424-7/01	Bancos cooperativos	Alto	Alto	Alto
				6424-7/02	Cooperativas centrais de crédito	Alto	Alto	Alto
				6424-7/03	Cooperativas de crédito mútuo	Alto	Alto	Alto
				6424-7/04	Cooperativas de crédito rural	Alto	Alto	Alto
		64.3			Intermediação não monetária - outros instrumentos de captação			
			64.31-0		Bancos múltiplos, sem carteira comercial			
				6431-0/00	Bancos múltiplos, sem carteira comercial	Alto	Alto	Alto
			64.32-8		Bancos de investimento			
				6432-8/00	Bancos de investimento	Alto	Alto	Alto
			64.33-6		Bancos de desenvolvimento			
				6433-6/00	Bancos de desenvolvimento	Alto	Alto	Alto
			64.34-4		Agências de fomento			
				6434-4/00	Agências de fomento	Médio	Médio	Alto
			64.35-2		Crédito imobiliário			
				6435-2/01	Sociedades de crédito imobiliário	Médio	Médio	Alto
				6435-2/02	Associações de poupança e empréstimo	Médio	Médio	Alto
				6435-2/03	Companhias hipotecárias	Médio	Médio	Alto
			64.36-1		Sociedades de crédito, financiamento e investimento - financeiras			
				6436-1/00	Sociedades de crédito, financiamento e investimento - financeiras	Médio	Médio	Alto
			64.37-9		Sociedades de crédito ao microempreendedor			
				6437-9/00	Sociedades de crédito ao microempreendedor	Médio	Médio	Alto
			64.38-7		Bancos de câmbio e outras instituições de intermediação não monetária			
				6438-7/01	Bancos de câmbio	Alto	Alto	Alto
				6438-7/99	Outras instituições de intermediação não monetária não especificadas anteriormente	Alto	Alto	Alto
		64.4			Arrendamento mercantil			
			64.40-9		Arrendamento mercantil			
				6440-9/00	Arrendamento mercantil	Médio	Médio	Alto
		64.5			Sociedades de capitalização			
			64.50-6		Sociedades de capitalização			
				6450-6/00	Sociedades de capitalização	Médio	Médio	Alto
		64.6			Atividades de sociedades de participação			
			64.61-1		Holdings de instituições financeiras			
				6461-1/00	Holdings de instituições financeiras	Médio	Médio	Alto
			64.62-0		Holdings de instituições não financeiras			
				6462-0/00	Holdings de instituições não financeiras	Médio	Médio	Alto
			64.63-8		Outras sociedades de participação, exceto holdings			
				6463-8/00	Outras sociedades de participação, exceto holdings	Médio	Médio	Alto
		64.7			Fundos de investimento			
			64.70-1		Fundos de investimento			
				6470-1/01	Fundos de investimento, exceto previdenciários e imobiliários	Médio	Médio	Alto
				6470-1/02	Fundos de investimento previdenciários	Médio	Médio	Alto
				6470-1/03	Fundos de investimento imobiliários	Médio	Médio	Alto
		64.9			Atividades de serviços financeiros não especificadas anteriormente			
			64.91-3		Sociedades de fomento mercantil - factoring			
				6491-3/00	Sociedades de fomento mercantil - factoring	Médio	Médio	Alto
			64.92-1		Securitização de créditos			
				6492-1/00	Securitização de créditos	Médio	Médio	Alto
			64.93-0		Administração de consórcios para aquisição de bens e direitos			
				6493-0/00	Administração de consórcios para aquisição de bens e direitos	Médio	Médio	Alto
			64.99-9		Outras atividades de serviços financeiros não especificadas anteriormente			
				6499-9/01	Clubes de investimento	Médio	Médio	Alto
				6499-9/02	Sociedades de investimento	Médio	Médio	Alto
				6499-9/03	Fundo garantidor de crédito	Médio	Médio	Alto
				6499-9/04	Caixas de financiamento de corporações	Médio	Médio	Alto
				6499-9/05	Concessão de crédito pelas OSCIP	Médio	Médio	Alto
				6499-9/99	Outras atividades de serviços financeiros não especificadas anteriormente	Médio	Médio	Alto
	65				SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE			
		65.1			Seguros de vida e não vida			
			65.11-1		Seguros de vida			
				6511-1/01	Sociedade seguradora de seguros vida	Médio	Médio	Alto
				6511-1/02	Planos de auxílio-funeral	Médio	Médio	Alto
			65.12-0		Seguros não vida			
				6512-0/00	Sociedade seguradora de seguros não vida	Médio	Médio	Alto
		65.2			Seguros-saúde			
			65.20-1		Seguros-saúde			
				6520-1/00	Sociedade seguradora de seguros-saúde	Médio	Médio	Alto
		65.3			Resseguros			
			65.30-8		Resseguros			
				6530-8/00	Resseguros	Médio	Médio	Alto
		65.4			Previdência complementar			
			65.41-3		Previdência complementar fechada			
				6541-3/00	Previdência complementar fechada	Médio	Médio	Alto
			65.42-1		Previdência complementar aberta			
				6542-1/00	Previdência complementar aberta	Médio	Médio	Alto
		65.5			Planos de saúde			
			65.50-2		Planos de saúde			
				6550-2/00	Planos de saúde	Médio	Médio	Alto
	66				ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE			
		66.1			Atividades auxiliares dos serviços financeiros			
			66.11-8		Administração de bolsas e mercados de balcão organizados			
				6611-8/01	Bolsa de valores	Médio	Médio	Alto
				6611-8/02	Bolsa de mercadorias	Médio	Médio	Alto
				6611-8/03	Bolsa de mercadorias e futuros	Médio	Médio	Alto
				6611-8/04	Administração de mercados de balcão organizados	Médio	Médio	Alto
			66.12-6		Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias			
				6612-6/01	Corretoras de títulos e valores mobiliários	Médio	Médio	Alto
				6612-6/02	Distribuidoras de títulos e valores mobiliários	Médio	Médio	Alto
				6612-6/03	Corretoras de câmbio	Médio	Médio	Alto
				6612-6/04	Corretoras de contratos de mercadorias	Médio	Médio	Alto
				6612-6/05	Agentes de investimentos em aplicações financeiras	Médio	Médio	Alto
			66.13-4		Administração de cartões de crédito			
				6613-4/00	Administração de cartões de crédito	Médio	Médio	Alto
			66.19-3		Atividades auxiliares dos serviços financeiros não especificadas anteriormente			
				6619-3/01	Serviços de liquidação e custódia	Médio	Médio	Alto
				6619-3/02	Correspondentes de instituições financeiras	Médio	Médio	Alto
				6619-3/03	Representações de bancos estrangeiros	Médio	Médio	Alto
				6619-3/04	Caixas eletrônicos	Médio	Médio	Alto
				6619-3/05	Operadoras de cartões de débito	Médio	Médio	Alto
				6619-3/99	Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente	Médio	Médio	Alto
		66.2			Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde			
			66.21-5		Avaliação de riscos e perdas			
				6621-5/01	Peritos e avaliadores de seguros	Baixo	Médio	Alto
				6621-5/02	Auditoria e consultoria atuarial	Baixo	Médio	Alto
			66.22-3		Corretores e agentes de seguros, de planos de previdência complementar e de saúde			
				6622-3/00	Corretores e agentes de seguros, de planos de previdência complementar e de saúde	Baixo	Médio	Alto
			66.29-1		Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente			
				6629-1/00	Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente	Baixo	Médio	Alto
		66.3			Atividades de administração de fundos por contrato ou comissão			
			66.30-4		Atividades de administração de fundos por contrato ou comissão			
				6630-4/00	Atividades de administração de fundos por contrato ou comissão	Baixo	Médio	Alto
L					ATIVIDADES IMOBILIÁRIAS			
	68				ATIVIDADES IMOBILIÁRIAS			
		68.1			Atividades imobiliárias de imóveis próprios			
			68.10-2		Atividades imobiliárias de imóveis próprios			
				6810-2/01	Compra e venda de imóveis próprios	Baixo	Médio	Alto
				6810-2/02	Aluguel de imóveis próprios	Baixo	Médio	Alto
				6810-2/03	Loteamento de imóveis próprios	Baixo	Médio	Alto
		68.2			Atividades imobiliárias por contrato ou comissão			
			68.21-8		Intermediação na compra, venda e aluguel de imóveis			
				6821-8/01	Corretagem na compra e venda e avaliação de imóveis	Baixo	Médio	Alto
				6821-8/02	Corretagem no aluguel de imóveis	Baixo	Médio	Alto
			68.22-6		Gestão e administração da propriedade imobiliária			
				6822-6/00	Gestão e administração da propriedade imobiliária	Baixo	Médio	Alto
M					ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS			
	69				ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA			
		69.1			Atividades jurídicas			
			69.11-7		Atividades jurídicas, exceto cartórios			
				6911-7/01	Serviços advocatícios	Baixo	Médio	Alto
				6911-7/02	Atividades auxiliares da justiça	Baixo	Médio	Alto
				6911-7/03	Agente de propriedade industrial	Baixo	Médio	Alto
			69.12-5		Cartórios			
				6912-5/00	Cartórios	Alto	Alto	Alto
		69.2			Atividades de contabilidade, consultoria e auditoria contábil e tributária			
			69.20-6		Atividades de contabilidade, consultoria e auditoria contábil e tributária			
				6920-6/01	Atividades de contabilidade	Baixo	Médio	Alto
				6920-6/02	Atividades de consultoria e auditoria contábil e tributária	Baixo	Médio	Alto
	70				ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL			
		70.1			Sedes de empresas e unidades administrativas locais			
			70.10-7		Sedes de empresas e unidades administrativas locais			
		70.2			Atividades de consultoria em gestão empresarial			
			70.20-4		Atividades de consultoria em gestão empresarial			
				7020-4/00	Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica	Baixo	Médio	Alto
	71				SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS			
		71.1			Serviços de arquitetura e engenharia e atividades técnicas relacionadas			
			71.11-1		Serviços de arquitetura			
				7111-1/00	Serviços de arquitetura	Baixo	Médio	Alto
			71.12-0		Serviços de engenharia			
				7112-0/00	Serviços de engenharia	Baixo	Médio	Alto
			71.19-7		Atividades técnicas relacionadas à arquitetura e engenharia			
				7119-7/01	Serviços de cartografia, topografia e geodésia	Baixo	Médio	Alto
				7119-7/02	Atividades de estudos geológicos	Baixo	Médio	Alto
				7119-7/03	Serviços de desenho técnico relacionados à arquitetura e engenharia	Baixo	Médio	Alto
				7119-7/04	Serviços de perícia técnica relacionados à segurança do trabalho	Baixo	Médio	Alto
				7119-7/99	Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente	Baixo	Médio	Alto
		71.2			Testes e análises técnicas			
			71.20-1		Testes e análises técnicas			
				7120-1/00	Testes e análises técnicas	Baixo	Médio	Alto
	72				PESQUISA E DESENVOLVIMENTO CIENTÍFICO			
		72.1			Pesquisa e desenvolvimento experimental em ciências físicas e naturais			
			72.10-0		Pesquisa e desenvolvimento experimental em ciências físicas e naturais			
				7210-0/00	Pesquisa e desenvolvimento experimental em ciências físicas e naturais	Baixo	Médio	Alto
		72.2			Pesquisa e desenvolvimento experimental em ciências sociais e humanas			
			72.20-7		Pesquisa e desenvolvimento experimental em ciências sociais e humanas			
				7220-7/00	Pesquisa e desenvolvimento experimental em ciências sociais e humanas	Baixo	Médio	Alto
	73				PUBLICIDADE E PESQUISA DE MERCADO			
		73.1			Publicidade			
			73.11-4		Agências de publicidade			
				7311-4/00	Agências de publicidade	Baixo	Médio	Alto
			73.12-2		Agenciamento de espaços para publicidade, exceto em veículos de comunicação			
				7312-2/00	Agenciamento de espaços para publicidade, exceto em veículos de comunicação	Baixo	Médio	Alto
			73.19-0		Atividades de publicidade não especificadas anteriormente			
				7319-0/01	Criação de estandes para feiras e exposições	Baixo	Médio	Alto
				7319-0/02	Promoção de vendas	Baixo	Médio	Alto
				7319-0/03	Marketing direto	Baixo	Médio	Alto
				7319-0/04	Consultoria em publicidade	Baixo	Médio	Alto
				7319-0/99	Outras atividades de publicidade não especificadas anteriormente	Baixo	Médio	Alto
		73.2			Pesquisas de mercado e de opinião pública			
			73.20-3		Pesquisas de mercado e de opinião pública			
				7320-3/00	Pesquisas de mercado e de opinião pública	Baixo	Médio	Alto
	74				OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS			
		74.1			Design e decoração de interiores			
			74.10-2		Design e decoração de interiores			
								
				7410-2/02	Design de interiores	Baixo	Médio	Alto
				7410-2/03	Desing de produto	Baixo	Médio	Alto
				7410-2/99	Atividades de desing não especificadas anteriormente	Baixo	Médio	Alto
		74.2			Atividades fotográficas e similares			
			74.20-0		Atividades fotográficas e similares			
				7420-0/01	Atividades de produção de fotografias, exceto aérea e submarina	Baixo	Médio	Alto
				7420-0/02	Atividades de produção de fotografias aéreas e submarinas	Baixo	Médio	Alto
				7420-0/03	Laboratórios fotográficos	Baixo	Médio	Alto
				7420-0/04	Filmagem de festas e eventos	Baixo	Médio	Alto
				7420-0/05	Serviços de microfilmagem	Baixo	Médio	Alto
		74.9			Atividades profissionais, científicas e técnicas não especificadas anteriormente			
			74.90-1		Atividades profissionais, científicas e técnicas não especificadas anteriormente			
				7490-1/01	Serviços de tradução, interpretação e similares	Baixo	Médio	Alto
				7490-1/02	Escafandria e mergulho	Baixo	Médio	Alto
				7490-1/03	Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias	Baixo	Médio	Alto
				7490-1/04	Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários	Baixo	Médio	Alto
				7490-1/05	Agenciamento de profissionais para atividades esportivas, culturais e artísticas	Baixo	Médio	Alto
				7490-1/99	Outras atividades profissionais, científicas e técnicas não especificadas anteriormente	Baixo	Médio	Alto
	75				ATIVIDADES VETERINÁRIAS			
		75.0			Atividades veterinárias			
			75.00-1		Atividades veterinárias			
				7500-1/00	Atividades veterinárias	Médio	Médio	Alto
N					ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES			
	77				ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS			
		77.1			Locação de meios de transporte sem condutor			
			77.11-0		Locação de automóveis sem condutor			
				7711-0/00	Locação de automóveis sem condutor	Baixo	Médio	Alto
			77.19-5		Locação de meios de transporte, exceto automóveis, sem condutor			
				7719-5/01	Locação de embarcações sem tripulação, exceto para fins recreativos	Baixo	Médio	Alto
				7719-5/02	Locação de aeronaves sem tripulação	Baixo	Médio	Alto
				7719-5/99	Locação de outros meios de transporte não especificados anteriormente, sem condutor	Baixo	Médio	Alto
		77.2			Aluguel de objetos pessoais e domésticos			
			77.21-7		Aluguel de equipamentos recreativos e esportivos			
				7721-7/00	Aluguel de equipamentos recreativos e esportivos	Baixo	Médio	Alto
			77.22-5		Aluguel de fitas de vídeo, DVDs e similares			
				7722-5/00	Aluguel de fitas de vídeo, DVDs e similares	Baixo	Médio	Alto
			77.23-3		Aluguel de objetos do vestuário, jóias e acessórios			
				7723-3/00	Aluguel de objetos do vestuário, jóias e acessórios	Baixo	Médio	Alto
			77.29-2		Aluguel de objetos pessoais e domésticos não especificados anteriormente			
				7729-2/01	Aluguel de aparelhos de jogos eletrônicos	Baixo	Médio	Alto
				7729-2/02	Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais	Baixo	Médio	Alto
				7729-2/03	Aluguel de material médico	Baixo	Médio	Alto
				7729-2/99	Aluguel de outros objetos pessoais e domésticos não especificados anteriormente	Baixo	Médio	Alto
		77.3			Aluguel de máquinas e equipamentos sem operador			
			77.31-4		Aluguel de máquinas e equipamentos agrícolas sem operador			
				7731-4/00	Aluguel de máquinas e equipamentos agrícolas sem operador	Baixo	Médio	Alto
			77.32-2		Aluguel de máquinas e equipamentos para construção sem operador			
				7732-2/01	Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes	Baixo	Médio	Alto
				7732-2/02	Aluguel de andaimes	Baixo	Médio	Alto
			77.33-1		Aluguel de máquinas e equipamentos para escritório			
				7733-1/00	Aluguel de máquinas e equipamentos para escritório	Baixo	Médio	Alto
			77.39-0		Aluguel de máquinas e equipamentos não especificados anteriormente			
				7739-0/01	Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador	Baixo	Médio	Alto
				7739-0/02	Aluguel de equipamentos científicos, médicos e hospitalares, sem operador	Baixo	Médio	Alto
				7739-0/03	Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes	Baixo	Médio	Alto
				7739-0/99	Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador	Baixo	Médio	Alto
		77.4			Gestão de ativos intangíveis não financeiros			
			77.40-3		Gestão de ativos intangíveis não financeiros			
				7740-3/00	Gestão de ativos intangíveis não financeiros	Baixo	Médio	Alto
	78				SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA			
		78.1			Seleção e agenciamento de mão de obra			
			78.10-8		Seleção e agenciamento de mão de obra			
				7810-8/00	Seleção e agenciamento de mão de obra	Baixo	Médio	Alto
		78.2			Locação de mão de obra temporária			
			78.20-5		Locação de mão de obra temporária			
				7820-5/00	Locação de mão de obra temporária	Baixo	Médio	Alto
		78.3			Fornecimento e gestão de recursos humanos para terceiros			
			78.30-2		Fornecimento e gestão de recursos humanos para terceiros			
				7830-2/00	Fornecimento e gestão de recursos humanos para terceiros	Baixo	Médio	Alto
	79				AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS			
		79.1			Agências de viagens e operadores turísticos			
			79.11-2		Agências de viagens			
				7911-2/00	Agências de viagens	Baixo	Médio	Alto
			79.12-1		Operadores turísticos			
				7912-1/00	Operadores turísticos	Baixo	Médio	Alto
		79.9			Serviços de reservas e outros serviços de turismo não especificados anteriormente			
			79.90-2		Serviços de reservas e outros serviços de turismo não especificados anteriormente			
				7990-2/00	Serviços de reservas e outros serviços de turismo não especificados anteriormente	Baixo	Médio	Alto
	80				ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO			
		80.1			Atividades de vigilância, segurança privada e transporte de valores			
			80.11-1		Atividades de vigilância e segurança privada			
				8011-1/01	Atividades de vigilância e segurança privada	Baixo	Médio	Alto
				8011-1/02	Serviços de adestramento de cães de guarda	Baixo	Médio	Alto
			80.12-9		Atividades de transporte de valores			
				8012-9/00	Atividades de transporte de valores	Baixo	Médio	Alto
		80.2			Atividades de monitoramento de sistemas de segurança			
			80.20-0		Atividades de monitoramento de sistemas de segurança			
				8020-0/01	Atividades de monitoramento de sistemas de segurança eletrônico	Baixo	Médio	Alto
				8020-0/02	Outras atividades de serviços de segurança	Baixo	Médio	Alto
		80.3			Atividades de investigação particular			
			80.30-7		Atividades de investigação particular			
				8030-7/00	Atividades de investigação particular	Baixo	Médio	Alto
	81				SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS			
		81.1			Serviços combinados para apoio a edifícios			
			81.11-7		Serviços combinados para apoio a edifícios, exceto condomínios prediais			
				8111-7/00	Serviços combinados para apoio a edifícios, exceto condomínios prediais	Baixo	Médio	Alto
			81.12-5		Condomínios prediais			
				8112-5/00	Condomínios prediais	Médio	Médio	Alto
		81.2			Atividades de limpeza			
			81.21-4		Limpeza em prédios e em domicílios			
				8121-4/00	Limpeza em prédios e em domicílios	Baixo	Médio	Alto
			81.22-2		Imunização e controle de pragas urbanas			
				8122-2/00	Imunização e controle de pragas urbanas	Alto	Alto	Alto
			81.29-0		Atividades de limpeza não especificadas anteriormente			
				8129-0/00	Atividades de limpeza não especificadas anteriormente	Baixo	Médio	Alto
		81.3			Atividades paisagísticas			
			81.30-3		Atividades paisagísticas			
				8130-3/00	Atividades paisagísticas	Baixo	Médio	Alto
	82				SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS			
		82.1			Serviços de escritório e apoio administrativo			
			82.11-3		Serviços combinados de escritório e apoio administrativo			
				8211-3/00	Serviços combinados de escritório e apoio administrativo	Baixo	Médio	Alto
			82.19-9		Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo			
				8219-9/01	Fotocópias	Baixo	Médio	Alto
				8219-9/99	Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente	Baixo	Médio	Alto
		82.2			Atividades de teleatendimento			
			82.20-2		Atividades de teleatendimento			
				8220-2/00	Atividades de teleatendimento	Baixo	Médio	Alto
		82.3			Atividades de organização de eventos, exceto culturais e esportivos			
			82.30-0		Atividades de organização de eventos, exceto culturais e esportivos			
				8230-0/01	Serviços de organização de feiras, congressos, exposições e festas	Baixo	Médio	Alto
				8230-0/02	Casas de festas e eventos	Alto	Alto	Alto
		82.9			Outras atividades de serviços prestados principalmente às empresas			
			82.91-1		Atividades de cobrança e informações cadastrais			
				8291-1/00	Atividades de cobrança e informações cadastrais	Baixo	Médio	Alto
			82.92-0		Envasamento e empacotamento sob contrato			
				8292-0/00	Envasamento e empacotamento sob contrato	Médio	Médio	Alto
			82.99-7		Atividades de serviços prestados principalmente às empresas não especificadas anteriormente			
				8299-7/01	Medição de consumo de energia elétrica, gás e água	Baixo	Médio	Alto
				8299-7/02	Emissão de vales-alimentação, vales-transporte e similares	Baixo	Médio	Alto
				8299-7/03	Serviços de gravação de carimbos, exceto confecção	Baixo	Médio	Alto
				8299-7/04	Leiloeiros independentes	Baixo	Médio	Alto
				8299-7/05	Serviços de levantamento de fundos sob contrato	Baixo	Médio	Alto
				8299-7/06	Casas lotéricas	Alto	Alto	Alto
				8299-7/07	Salas de acesso à Internet	Médio	Médio	Alto
				8299-7/99	Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente	Baixo	Médio	Alto
O					ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL			
	84				ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL			
		84.1			Administração do estado e da política econômica e social			
			84.11-6		Administração pública em geral			
				8411-6/00	Administração pública em geral	Médio	Médio	Alto
			84.12-4		Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais			
				8412-4/00	Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais	Médio	Médio	Alto
			84.13-2		Regulação das atividades econômicas			
				8413-2/00	Regulação das atividades econômicas	Médio	Médio	Alto
		84.2			Serviços coletivos prestados pela administração pública			
			84.21-3		Relações exteriores			
				8421-3/00	Relações exteriores	Médio	Médio	Alto
			84.22-1		Defesa			
				8422-1/00	Defesa	Médio	Médio	Alto
			84.23-0		Justiça			
				8423-0/00	Justiça	Médio	Médio	Alto
			84.24-8		Segurança e ordem pública			
				8424-8/00	Segurança e ordem pública	Médio	Médio	Alto
			84.25-6		Defesa Civil			
				8425-6/00	Defesa Civil	Médio	Médio	Alto
		84.3			Seguridade social obrigatória			
			84.30-2		Seguridade social obrigatória			
				8430-2/00	Seguridade social obrigatória	Médio	Médio	Alto
P					EDUCAÇÃO			
	85				EDUCAÇÃO			
		85.1			Educação infantil e ensino fundamental			
			85.11-2		Educação infantil - creche			
				8511-2/00	Educação infantil - creche	Médio	Alto	Alto
			85.12-1		Educação infantil - pré-escola			
				8512-1/00	Educação infantil - pré-escola	Médio	Alto	Alto
			85.13-9		Ensino fundamental			
				8513-9/00	Ensino fundamental	Médio	Alto	Alto
		85.2			Ensino médio			
			85.20-1		Ensino médio			
				8520-1/00	Ensino médio	Médio	Alto	Alto
		85.3			Educação superior			
			85.31-7		Educação superior - graduação			
				8531-7/00	Educação superior - graduação	Médio	Alto	Alto
			85.32-5		Educação superior - graduação e pós-graduação			
				8532-5/00	Educação superior - graduação e pós-graduação	Médio	Alto	Alto
			85.33-3		Educação superior - pós-graduação e extensão			
				8533-3/00	Educação superior - pós-graduação e extensão	Médio	Alto	Alto
		85.4			Educação profissional de nível técnico e tecnológico			
			85.41-4		Educação profissional de nível técnico			
				8541-4/00	Educação profissional de nível técnico	Médio	Alto	Alto
			85.42-2		Educação profissional de nível tecnológico			
				8542-2/00	Educação profissional de nível tecnológico	Médio	Alto	Alto
		85.5			Atividades de apoio à educação			
			85.50-3		Atividades de apoio à educação			
				8550-3/01	Administração de caixas escolares	Médio	Médio	Alto
				8550-3/02	Atividades de apoio à educação, exceto caixas escolares	Médio	Médio	Alto
		85.9			Outras atividades de ensino			
			85.91-1		Ensino de esportes			
				8591-1/00	Ensino de esportes	Baixo	Médio	Alto
			85.92-9		Ensino de arte e cultura			
				8592-9/01	Ensino de dança	Baixo	Médio	Alto
				8592-9/02	Ensino de artes cênicas, exceto dança	Baixo	Médio	Alto
				8592-9/03	Ensino de música	Baixo	Médio	Alto
				8592-9/99	Ensino de arte e cultura não especificado anteriormente	Baixo	Médio	Alto
			85.93-7		Ensino de idiomas			
				8593-7/00	Ensino de idiomas	Baixo	Médio	Alto
			85.99-6		Atividades de ensino não especificadas anteriormente			
				8599-6/01	Formação de condutores	Baixo	Médio	Alto
				8599-6/02	Cursos de pilotagem	Baixo	Médio	Alto
				8599-6/03	Treinamento em informática	Baixo	Médio	Alto
				8599-6/04	Treinamento em desenvolvimento profissional e gerencial	Baixo	Médio	Alto
				8599-6/05	Cursos preparatórios para concursos	Baixo	Médio	Alto
				8599-6/99	Outras atividades de ensino não especificadas anteriormente	Baixo	Médio	Alto
Q					SAÚDE HUMANA E SERVIÇOS SOCIAIS			
	86				ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA			
		86.1			Atividades de atendimento hospitalar			
			86.10-1		Atividades de atendimento hospitalar			
				8610-1/01	Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências	Alto	Alto	Alto
