codigo	divisao	denominacao	ate100	100a200	200a400	acima400	usoate100	uso100a200	uso200a400	usoacima400
64.61-1-00	ATIVIDADES DE SERVIÇOS FINANCEIROS	Holdings de instituições financeiras	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.62-0-00	ATIVIDADES DE SERVIÇOS FINANCEIROS	Holdings de instituições não financeiras	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.63-8-00	ATIVIDADES DE SERVIÇOS FINANCEIROS	Outras sociedades de participação, exceto holdings	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.70-1-01	ATIVIDADES DE SERVIÇOS FINANCEIROS	Fundos de investimento, exceto previdenciários e imobiliários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.70-1-02	ATIVIDADES DE SERVIÇOS FINANCEIROS	Fundos de investimento previdenciários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.70-1-03	ATIVIDADES DE SERVIÇOS FINANCEIROS	Fundos de investimento imobiliários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.91-3-00	ATIVIDADES DE SERVIÇOS FINANCEIROS	Sociedades de fomento mercantil - factoring	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.92-1-00	ATIVIDADES DE SERVIÇOS FINANCEIROS	Securitização de créditos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.93-0-00	ATIVIDADES DE SERVIÇOS FINANCEIROS	Administração de consórcios para aquisição de bens e direitos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.99-9-01	ATIVIDADES DE SERVIÇOS FINANCEIROS	Clubes de investimento	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.99-9-02	ATIVIDADES DE SERVIÇOS FINANCEIROS	Sociedades de investimento	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.99-9-03	ATIVIDADES DE SERVIÇOS FINANCEIROS	Fundo garantidor de crédito	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.99-9-04	ATIVIDADES DE SERVIÇOS FINANCEIROS	Caixas de financiamento de corporações	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.99-9-05	ATIVIDADES DE SERVIÇOS FINANCEIROS	Concessão de crédito pelas OSCIP	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
64.99-9-99	ATIVIDADES DE SERVIÇOS FINANCEIROS	Outras atividades de serviços financeiros não especificadas anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.11-1-01	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Sociedade seguradora de seguros vida	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.11-1-02	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Planos de auxílio-funeral	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.12-0-00	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Sociedade seguradora de seguros não vida	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.20-1-00	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Sociedade seguradora de seguros-saúde	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.30-8-00	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Resseguros	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.41-3-00	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Previdência complementar fechada	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.42-1-00	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Previdência complementar aberta	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
65.50-2-00	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Planos de saúde	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.11-8-01	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Bolsa de valores	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.11-8-02	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Bolsa de mercadorias	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.11-8-03	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Bolsa de mercadorias e futuros	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.11-8-04	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Administração de mercados de balcão organizados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.12-6-01	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Corretoras de títulos e valores mobiliários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.12-6-02	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Distribuidoras de títulos e valores mobiliários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.12-6-03	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Corretoras de câmbio	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.12-6-04	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Corretoras de contratos de mercadorias	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.12-6-05	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Agentes de investimentos em aplicações financeiras	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.13-4-00	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Administração de cartões de crédito	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.19-3-01	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Serviços de liquidação e custódia	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.19-3-02	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Correspondentes de instituições financeiras	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.19-3-03	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Representações de bancos estrangeiros	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.19-3-04	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Caixas eletrônicos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.19-3-05	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Operadoras de cartões de débito	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.19-3-99	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
66.21-5-01	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Peritos e avaliadores de seguros	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
66.21-5-02	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Auditoria e consultoria atuarial	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
66.22-3-00	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Corretores e agentes de seguros, de planos de previdência complementar e de saúde	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
66.29-1-00	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
66.30-4-00	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE	Atividades de administração de fundos por contrato ou comissão	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
68.10-2-01	ATIVIDADES IMOBILIÁRIAS	Compra e venda de imóveis próprios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
68.10-2-02	ATIVIDADES IMOBILIÁRIAS	Aluguel de imóveis próprios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
68.10-2-03	ATIVIDADES IMOBILIÁRIAS	Loteamento de imóveis próprios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
68.21-8-01	ATIVIDADES IMOBILIÁRIAS	Corretagem na compra e venda e avaliação de imóveis	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
68.21-8-02	ATIVIDADES IMOBILIÁRIAS	Corretagem no aluguel de imóveis	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
68.22-6-00	ATIVIDADES IMOBILIÁRIAS	Gestão e administração da propriedade imobiliária	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
69.11-7-01	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA	Serviços advocatícios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
69.11-7-02	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA	Atividades auxiliares da justiça	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
69.11-7-03	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA	Agente de propriedade industrial	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
69.20-6-01	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA	Atividades de contabilidade	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
69.20-6-02	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA	Atividades de consultoria e auditoria contábil e tributária	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
69.12-5-00	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA	Cartórios	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
70.20-4-00	ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL	Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.11-1-00	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Serviços de arquitetura	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.12-0-00	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Serviços de engenharia	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.19-7-01	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Serviços de cartografia, topografia e geodésia	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.19-7-02	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Atividades de estudos geológicos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.19-7-03	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Serviços de desenho técnico relacionados à arquitetura e engenharia	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.19-7-04	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Serviços de perícia técnica relacionados à segurança do trabalho	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.19-7-99	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
71.20-1-00	SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS	Testes e análises técnicas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
72.10-0-00	PESQUISA E DESENVOLVIMENTO CIENTÍFICO	Pesquisa e desenvolvimento experimental em ciências físicas e naturais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
72.20-7-00	PESQUISA E DESENVOLVIMENTO CIENTÍFICO	Pesquisa e desenvolvimento experimental em ciências sociais e humanas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.11-4-00	PUBLICIDADE E PESQUISA DE MERCADO	Agências de publicidade	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.12-2-00	PUBLICIDADE E PESQUISA DE MERCADO	Agenciamento de espaços para publicidade, exceto em veículos de comunicação	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.19-0-01	PUBLICIDADE E PESQUISA DE MERCADO	Criação de estandes para feiras e exposições	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.19-0-02	PUBLICIDADE E PESQUISA DE MERCADO	Promoção de vendas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.19-0-03	PUBLICIDADE E PESQUISA DE MERCADO	Marketing direto	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.19-0-04	PUBLICIDADE E PESQUISA DE MERCADO	Consultoria em publicidade	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.19-0-99	PUBLICIDADE E PESQUISA DE MERCADO	Outras atividades de publicidade não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
73.20-3-00	PUBLICIDADE E PESQUISA DE MERCADO	Pesquisas de mercado e de opinião pública	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.10-2-02	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Design de interiores	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.10-2-03	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Desing de produto	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.10-2-99	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Atividades de desing não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.20-0-01	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Atividades de produção de fotografias, exceto aérea e submarina	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.20-0-02	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Atividades de produção de fotografias aéreas e submarinas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.20-0-03	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Laboratórios fotográficos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.20-0-04	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Filmagem de festas e eventos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.20-0-05	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Serviços de microfilmagem	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.90-1-01	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Serviços de tradução, interpretação e similares	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.90-1-02	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Escafandria e mergulho	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.90-1-03	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.90-1-04	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.90-1-05	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Agenciamento de profissionais para atividades esportivas, culturais e artísticas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
74.90-1-99	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS	Outras atividades profissionais, científicas e técnicas não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
75.00-1-00	ATIVIDADES VETERINÁRIAS	Atividades veterinárias	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
77.11-0-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Locação de automóveis sem condutor	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.19-5-01	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Locação de embarcações sem tripulação, exceto para fins recreativos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.19-5-02	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Locação de aeronaves sem tripulação	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.19-5-99	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Locação de outros meios de transporte não especificados anteriormente, sem condutor	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.21-7-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de equipamentos recreativos e esportivos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.22-5-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de fitas de vídeo, DVDs e similares	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.23-3-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de objetos do vestuário, jóias e acessórios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.29-2-01	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de aparelhos de jogos eletrônicos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.29-2-02	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.29-2-03	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de material médico	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.29-2-99	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de outros objetos pessoais e domésticos não especificados anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.31-4-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de máquinas e equipamentos agrícolas sem operador	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.32-2-01	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.32-2-02	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de andaimes	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.33-1-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de máquinas e equipamentos para escritório	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.39-0-01	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.39-0-02	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de equipamentos científicos, médicos e hospitalares, sem operador	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.39-0-03	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.39-0-99	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
77.40-3-00	ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS	Gestão de ativos intangíveis não financeiros	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
78.10-8-00	SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA	Seleção e agenciamento de mão de obra	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
78.20-5-00	SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA	Locação de mão de obra temporária	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
78.30-2-00	SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA	Fornecimento e gestão de recursos humanos para terceiros	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
79.11-2-00	AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS	Agências de viagens	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
79.12-1-00	AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS	Operadores turísticos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
79.90-2-00	AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS	Serviços de reservas e outros serviços de turismo não especificados anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
80.11-1-01	ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO	Atividades de vigilância e segurança privada	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
80.11-1-02	ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO	Serviços de adestramento de cães de guarda	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
80.12-9-00	ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO	Atividades de transporte de valores	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
80.20-0-01	ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO	Atividades de monitoramento de sistemas de segurança eletrônico	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
80.20-0-02	ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO	Outras atividades de serviços de segurança	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
80.30-7-00	ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO	Atividades de investigação particular	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
81.11-7-00	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS	Serviços combinados para apoio a edifícios, exceto condomínios prediais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
81.21-4-00	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS	Limpeza em prédios e em domicílios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
81.29-0-00	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS	Atividades de limpeza não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
81.30-3-00	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS	Atividades paisagísticas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
81.12-5-00	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS	Condomínios prediais	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
81.22-2-00	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS	Imunização e controle de pragas urbanas	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
